Function,Hardware Event Count:INST_RETIRED.ANY,Hardware Event Count:CPU_CLK_UNHALTED.THREAD,Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC,Hardware Event Count:CPU_CLK_UNHALTED.REF_XCLK,Hardware Event Count:CPU_CLK_UNHALTED.ONE_THREAD_ACTIVE,Hardware Event Count:MEM_INST_RETIRED.ALL_LOADS_PS,Hardware Event Count:MEM_INST_RETIRED.ALL_STORES_PS,Hardware Event Count:MEM_TRANS_RETIRED.LOAD_LATENCY_GT_4,Hardware Event Count:OCR.ALL_READS.L3_MISS_LOCAL_DRAM.ANY_SNOOP,Hardware Event Count:OCR.ALL_READS.L3_MISS_REMOTE_HOP1_DRAM.ANY_SNOOP,Hardware Event Count:CPU_CLK_UNHALTED.THREAD_P,Hardware Event Count:CYCLE_ACTIVITY.STALLS_L1D_MISS,Hardware Event Count:CYCLE_ACTIVITY.STALLS_L2_MISS,Hardware Event Count:CYCLE_ACTIVITY.STALLS_L3_MISS,Hardware Event Count:CYCLE_ACTIVITY.STALLS_MEM_ANY,Hardware Event Count:DTLB_LOAD_MISSES.STLB_HIT,Hardware Event Count:DTLB_LOAD_MISSES.WALK_ACTIVE,Hardware Event Count:DTLB_STORE_MISSES.STLB_HIT,Hardware Event Count:DTLB_STORE_MISSES.WALK_ACTIVE,Hardware Event Count:EXE_ACTIVITY.1_PORTS_UTIL,Hardware Event Count:EXE_ACTIVITY.2_PORTS_UTIL,Hardware Event Count:EXE_ACTIVITY.BOUND_ON_STORES,Hardware Event Count:EXE_ACTIVITY.EXE_BOUND_0_PORTS,Hardware Event Count:FRONTEND_RETIRED.LATENCY_GE_4_PS,Hardware Event Count:IDQ_UOPS_NOT_DELIVERED.CORE,Hardware Event Count:INT_MISC.RECOVERY_CYCLES,Hardware Event Count:L1D_PEND_MISS.FB_FULL:cmask=1,Hardware Event Count:L1D_PEND_MISS.PENDING,Hardware Event Count:L2_RQSTS.RFO_HIT,Hardware Event Count:LD_BLOCKS.NO_SR,Hardware Event Count:LD_BLOCKS.STORE_FORWARD,Hardware Event Count:LD_BLOCKS_PARTIAL.ADDRESS_ALIAS,Hardware Event Count:MEM_INST_RETIRED.LOCK_LOADS_PS,Hardware Event Count:MEM_INST_RETIRED.SPLIT_LOADS_PS,Hardware Event Count:MEM_INST_RETIRED.SPLIT_STORES_PS,Hardware Event Count:MEM_INST_RETIRED.STLB_MISS_LOADS_PS,Hardware Event Count:MEM_INST_RETIRED.STLB_MISS_STORES_PS,Hardware Event Count:MEM_LOAD_L3_HIT_RETIRED.XSNP_HITM_PS,Hardware Event Count:MEM_LOAD_L3_HIT_RETIRED.XSNP_HIT_PS,Hardware Event Count:MEM_LOAD_L3_HIT_RETIRED.XSNP_MISS_PS,Hardware Event Count:MEM_LOAD_L3_MISS_RETIRED.LOCAL_DRAM_PS,Hardware Event Count:MEM_LOAD_L3_MISS_RETIRED.REMOTE_DRAM_PS,Hardware Event Count:MEM_LOAD_L3_MISS_RETIRED.REMOTE_FWD,Hardware Event Count:MEM_LOAD_L3_MISS_RETIRED.REMOTE_HITM_PS,Hardware Event Count:MEM_LOAD_L3_MISS_RETIRED.REMOTE_PMM_PS,Hardware Event Count:MEM_LOAD_RETIRED.FB_HIT_PS,Hardware Event Count:MEM_LOAD_RETIRED.L1_HIT_PS,Hardware Event Count:MEM_LOAD_RETIRED.L1_MISS_PS,Hardware Event Count:MEM_LOAD_RETIRED.L2_HIT_PS,Hardware Event Count:MEM_LOAD_RETIRED.L3_HIT_PS,Hardware Event Count:MEM_LOAD_RETIRED.L3_MISS_PS,Hardware Event Count:MEM_LOAD_RETIRED.LOCAL_PMM_PS,Hardware Event Count:OCR.DEMAND_DATA_RD.L3_HIT.HITM_OTHER_CORE,Hardware Event Count:OCR.DEMAND_DATA_RD.L3_HIT.HIT_OTHER_CORE_FWD,Hardware Event Count:OCR.DEMAND_RFO.L3_HIT.HITM_OTHER_CORE,Hardware Event Count:OCR.DEMAND_RFO.L3_MISS.REMOTE_HITM,Hardware Event Count:OCR.PF_L2_RFO.L3_HIT.HITM_OTHER_CORE,Hardware Event Count:OCR.PF_L2_RFO.L3_MISS.REMOTE_HITM,Hardware Event Count:OFFCORE_REQUESTS_BUFFER.SQ_FULL,Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD:cmask=4,Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DATA_RD,Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_RFO,Hardware Event Count:UOPS_ISSUED.ANY,Hardware Event Count:UOPS_RETIRED.RETIRE_SLOTS,Hardware Event Count:Total_Latency_MEM_TRANS_RETIRED.LOAD_LATENCY_GT_4,Module,Function (Full),Source File,Start Address
"std::_Rb_tree_iterator<std::pair<long const, long>>::operator++",227173629600,166089964800,122227333200,1008030240,48001440,0,171845155200,0,480014400,2784083520,178560261888,82560121088,84480123904,67200098560,110400161920,960001408,2880086400,0,0,39360057728,18240026752,0,2880004224,1344094080,62400091520,6720009856,0,213120312576,0,0,0,432012960,0,0,0,0,0,0,0,0,0,0,48003360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920002816,122880180224,3840005632,91200133760,122880180224,0,driverForGraphClustering,"std::_Rb_tree_iterator<std::pair<long const, long>>::operator++(int)",stl_tree.h,0x43f401
"std::vector<double, std::allocator<double>>::_M_realloc_insert<double const&>",198371901600,120727243200,89825389200,960028800,0,0,52801584000,0,0,48001440,126720185856,3840005632,0,0,30720045056,0,0,48001440,0,33600049280,31680046464,0,0,1344094080,59520087296,0,0,11520016896,96001440,0,0,336010080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,30720045056,4800007040,161280236544,183360268928,0,driverForGraphClustering,"void std::vector<double, std::allocator<double>>::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double>>>, double const&&&)",stl_vector.h,0x43ef65
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase",193691620800,293057582400,194591674800,2352070560,0,71714151360,12192365760,1248374400,0,0,282240413952,10560015488,0,0,71040104192,960001408,1104033120,240007200,48001440,56640083072,48000070400,0,960001408,2160151200,217920319616,25920038016,0,32640047872,384005760,0,48001440,816024480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96960142208,96002880,288008640,0,0,0,0,0,0,0,0,0,0,0,2880004224,1920002816,312000457600,263040385792,9146743200,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase(std::_Rb_tree_node<std::pair<long const, long>>*)",stl_tree.h,0x41fa60
func@0x967a0,190811448000,221533291200,154809288000,1824054720,0,219030570720,0,2107832160,0,48001440,220800323840,2880004224,960001408,0,70080102784,0,4032120960,48001440,48001440,57600084480,51840076032,960001408,1920002816,1776124320,258240378752,6720009856,0,9600014080,576008640,0,0,768023040,0,0,0,0,0,0,0,0,0,0,0,0,0,48001440,240960353408,192005760,144004320,0,0,0,0,0,0,0,0,0,0,960001408,16320023936,4800007040,276480405504,171840252032,15167748960,libstdc++.so.6.0.26,func@0x967a0,[Unknown],0x967a0
func@0x4043b0,168130087200,143528611200,95405724000,816024480,0,217734531840,0,2026207680,48001440,48001440,147840216832,2880004224,1920002816,4800007040,35520052096,0,1440043200,0,0,31680046464,19200028160,0,0,4080285600,95040139392,0,0,17280025344,0,0,0,288008640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204480299904,192005760,96002880,0,0,0,0,0,0,0,0,0,0,960001408,26880039424,2880004224,219840322432,115200168960,16032008160,driverForGraphClustering,func@0x4043b0,[Unknown],0x4043b0
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_end",163269795600,415944955200,294137647200,2544076320,48001440,0,0,0,576017280,384011520,420480616704,63360092928,54720080256,38400056320,76800112640,0,70850125440,96002880,0,67200098560,40320059136,0,0,5952416640,192000281600,111360163328,0,94080137984,0,0,0,48001440,0,0,0,0,0,0,0,0,0,0,48003360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8640012672,165120242176,4800007040,198720291456,106560156288,0,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_end(void)",stl_tree.h,0x43ed1d
pick_next_task_fair,140408424000,72724363200,57783466800,480014400,0,42337270080,29184875520,369710880,0,0,69120101376,0,0,0,9600014080,0,240007200,0,0,25920038016,12480018304,0,2880004224,1632114240,82560121088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45120066176,48001440,48001440,0,0,0,0,0,0,0,0,0,0,0,0,5760008448,92160135168,125760184448,3240972000,vmlinux,pick_next_task_fair,[Unknown],0xffffffff94edac90
__gnu_cxx::new_allocator<double>::allocate,139868391600,119767185600,87125227200,1008030240,0,13680410400,56161684800,254476320,0,48001440,92160135168,0,0,0,18240026752,0,0,0,0,50880074624,18240026752,0,960001408,6432450240,81600119680,2880004224,0,0,0,0,0,192005760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9600014080,0,0,0,0,0,0,0,0,0,0,0,0,960001408,22080032384,7680011264,134400197120,142080208384,2261478240,driverForGraphClustering,"__gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*)",new_allocator.h,0x433539
__gnu_cxx::new_allocator<double>::allocate,136628197200,146168769600,115566933600,960028800,0,5904177120,55105653120,489746880,96002880,96002880,155520228096,1920002816,4800007040,1920002816,44160064768,0,0,144004320,0,31680046464,27840040832,0,0,4080285600,146880215424,0,0,17280025344,0,0,0,240007200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7680011264,0,48001440,0,0,0,0,0,0,0,0,0,0,3840005632,41280060544,4800007040,229440336512,122880180224,3476242560,driverForGraphClustering,"__gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*)",new_allocator.h,0x43f162
__gnu_cxx::new_allocator<double>::deallocate,135188110800,100086004800,74704482000,576017280,0,12816384480,22080662400,436931040,48001440,0,90240132352,1920002816,960001408,1920002816,14400021120,1920002816,96002880,48001440,0,26880039424,12480018304,0,7680011264,480033600,76800112640,960001408,0,7680011264,384005760,0,0,432012960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14400021120,0,0,0,0,0,0,0,0,0,0,0,0,0,22080032384,960001408,117120171776,115200168960,3264979200,driverForGraphClustering,"__gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long)",new_allocator.h,0x43f009
func@0x95d60,113766825600,90005400000,71464287600,672020160,0,350650519200,0,2021406240,144004320,0,94080137984,960001408,3840005632,7680011264,18240026752,0,576017280,0,0,35520052096,22080032384,0,1920002816,864060480,87360128128,1920002816,0,1920002816,0,0,0,48001440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332160487168,0,0,0,0,0,0,0,0,0,0,0,0,3840005632,21120030976,8640012672,81600119680,76800112640,14548363200,libstdc++.so.6.0.26,func@0x95d60,[Unknown],0x95d60
"std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>",99725983200,110886652800,80284816800,864025920,0,5760172800,2400072000,749024640,48001440,0,113280166144,9600014080,4800007040,2880004224,18240026752,0,96002880,240007200,48001440,20160029568,21120030976,0,2880004224,240016800,68160099968,5760008448,0,30720045056,384005760,0,0,96002880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3840005632,0,0,0,0,0,0,0,0,0,0,0,0,0,29760043648,6720009856,150720221056,77760114048,5526457440,driverForGraphClustering,"double* std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*)",stl_algobase.h,0x43efd9
_intel_fast_memmove,99545972400,79444766400,61383682800,672020160,0,77474324160,1440043200,235270560,48001440,0,71040104192,2880004224,1920002816,1920002816,16320023936,0,864025920,432012960,0,24960036608,26880039424,0,0,240016800,41280060544,0,0,19200028160,0,0,0,144004320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70080102784,1296038880,1632048960,0,0,0,0,0,0,0,0,0,0,960001408,31680046464,6720009856,150720221056,97920143616,1954186080,driverForGraphClustering,_intel_fast_memmove,[Unknown],0x46be20
parallelLouvianMethod$omp$parallel_for@237,95405724000,368422104000,624817486800,7920237600,0,39169175040,21120633600,374512320,2832084960,0,347520509696,230400337920,64320094336,43200063360,240960353408,0,0,0,0,18240026752,20160029568,36480053504,0,0,18240026752,0,0,597120875776,0,0,0,0,0,0,0,0,0,0,0,0,48003360,0,0,0,0,8448253440,29760043648,768023040,432012960,0,0,0,0,0,0,0,0,0,180480264704,232320340736,334080489984,93120136576,101760149248,105600154880,26950482720,driverForGraphClustering,parallelLouvianMethod$omp$parallel_for@237,parallelLouvainMethod-nrt.cpp,0x432320
__schedule,88745324400,66964017600,52563153600,912027360,144004320,30960928800,21216636480,312093600,0,0,86400126720,960001408,0,0,11520016896,0,96002880,0,0,22080032384,22080032384,0,0,720050400,96960142208,0,0,1920002816,0,0,192005760,0,528036960,0,0,0,0,0,0,0,0,0,0,0,0,0,27840040832,336010080,672020160,0,0,0,0,0,0,0,0,0,0,0,0,4800007040,109440160512,74880109824,2856856800,vmlinux,__schedule,[Unknown],0xffffffff9584a700
__calc_delta,85145108400,44402664000,28081684800,384011520,0,8352250560,384011520,43212960,0,0,46080067584,0,0,960001408,1920002816,960001408,48001440,0,0,9600014080,15360022528,0,5760008448,96006720,37440054912,0,0,3840005632,0,0,0,192005760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920002816,48001440,48001440,0,0,0,0,0,0,0,0,0,0,0,960001408,960001408,101760149248,97920143616,302490720,vmlinux,__calc_delta,[Unknown],0xffffffff94ecdda0
func@0x404370,85145108400,157689460800,101166069600,1152034560,0,135220056480,0,1877363040,0,0,140160205568,960001408,0,0,49920073216,0,6672200160,0,0,25920038016,44160064768,13440019712,960001408,240016800,88320129536,9600014080,0,1920002816,96001440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152640223872,288008640,192005760,0,0,0,0,0,0,0,0,0,0,0,9600014080,21120030976,183360268928,153600225280,14562767520,driverForGraphClustering,func@0x404370,[Unknown],0x404370
update_curr,78664719600,65523931200,45902754000,480014400,0,20880626400,23424702720,446533920,144004320,0,72960107008,11520016896,10560015488,5760008448,24960036608,0,1824054720,48001440,0,14400021120,17280025344,0,960001408,1056073920,77760114048,0,0,28800042240,0,0,0,384011520,0,0,0,48001440,0,0,0,0,48003360,0,0,0,0,0,23040033792,96002880,48001440,0,0,0,0,0,0,0,0,0,0,2880004224,16320023936,6720009856,102720150656,77760114048,3212163360,vmlinux,update_curr,[Unknown],0xffffffff94ed2fd0
tcache_get,75604536000,48002880000,32041922400,336010080,0,26064781920,12576377280,177653280,0,0,38400056320,0,0,0,9600014080,0,0,0,0,11520016896,19200028160,0,0,192013440,28800042240,0,0,1920002816,0,0,0,240007200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35520052096,0,0,0,0,0,0,0,0,0,0,0,0,0,2880004224,0,77760114048,51840076032,1253175840,libc-2.29.so,tcache_get,malloc.c,0x974b8
"std::_Vector_base<double, std::allocator<double>>::_M_allocate",75424525200,49442966400,40682440800,384011520,0,7344220320,0,148844640,0,0,48000070400,960001408,0,0,5760008448,0,0,0,0,19200028160,20160029568,0,0,480033600,35520052096,0,0,0,0,0,0,288008640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880004224,0,0,0,0,0,0,0,0,0,0,0,0,0,11520016896,7680011264,63360092928,61440090112,1603680960,driverForGraphClustering,"std::_Vector_base<double, std::allocator<double>>::_M_allocate(unsigned long)",stl_vector.h,0x43318b
_INTERNAL_25_______src_kmp_barrier_cpp_ddfed41b::__kmp_hyper_barrier_gather,73444406400,23521411200,16200972000,192005760,144004320,0,0,254476320,0,0,23040033792,0,0,0,960001408,0,48001440,0,0,0,1920002816,0,0,0,34560050688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,20160029568,26880039424,1781334240,libiomp5.so,"_INTERNAL_25_______src_kmp_barrier_cpp_ddfed41b::__kmp_hyper_barrier_gather(barrier_type, kmp_info*, int, int, void (*)(void*, void*), void*)",kmp_barrier.cpp,0x62b80
_raw_spin_lock,73264395600,50403024000,41402484000,384011520,0,12672380160,15552466560,62418720,0,0,53760078848,4800007040,2880004224,0,15360022528,0,288008640,0,0,18240026752,4800007040,0,2880004224,96006720,80640118272,0,0,5760008448,0,0,0,0,1056073920,0,0,0,0,0,0,0,0,0,0,0,0,0,8640012672,0,0,0,0,0,0,0,0,0,0,0,0,0,1920002816,16320023936,81600119680,99840146432,580974240,vmlinux,_raw_spin_lock,[Unknown],0xffffffff95850560
"std::vector<double, std::allocator<double>>::_M_check_len",71644298400,87845270400,65163909600,480014400,48001440,0,0,0,96002880,0,92160135168,2880004224,2880004224,960001408,17280025344,0,0,48001440,0,17280025344,6720009856,0,960001408,0,54720080256,8640012672,0,7680011264,0,0,0,192005760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,26880039424,3840005632,94080137984,72000105600,0,driverForGraphClustering,"std::vector<double, std::allocator<double>>::_M_check_len(unsigned long, char const*) const",stl_vector.h,0x43ef65
func@0x404080,71464287600,63603816000,47522851200,576017280,0,149620488480,0,1387616160,0,0,53760078848,1920002816,960001408,960001408,23040033792,0,96002880,48001440,0,20160029568,12480018304,0,1920002816,240016800,44160064768,0,0,7680011264,0,0,0,192005760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165120242176,336010080,480014400,0,0,0,0,0,0,0,0,0,0,0,15360022528,2880004224,72000105600,72960107008,10779232800,driverForGraphClustering,func@0x404080,[Unknown],0x404080
unlink_chunk,66423985200,123847430400,91085464800,864025920,0,25056751680,10560316800,475342560,0,48001440,117120171776,17280025344,7680011264,960001408,30720045056,960001408,336010080,0,48001440,19200028160,11520016896,0,960001408,1152080640,107520157696,12480018304,0,36480053504,0,0,0,96002880,0,0,0,0,0,0,0,0,0,0,0,0,0,2640079200,26880039424,2880086400,2928087840,48020160,0,0,0,0,0,0,0,0,0,0,16320023936,960001408,121920178816,60480088704,4686205440,libc-2.29.so,unlink_chunk,malloc.c,0x93760
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",65883952800,47522851200,33662019600,576017280,0,0,20928627840,0,0,0,51840076032,0,0,0,6720009856,0,912027360,0,48001440,11520016896,18240026752,960001408,0,1392097440,32640047872,4800007040,0,3840005632,0,0,0,48001440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,1920002816,6720009856,53760078848,64320094336,0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x433473
"std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>",65703942000,57603456000,41582494800,528015840,0,0,0,0,0,0,36480053504,960001408,0,0,15360022528,0,0,0,0,14400021120,13440019712,0,0,0,35520052096,0,0,0,0,0,0,240007200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7680011264,4800007040,98880145024,65280095744,0,driverForGraphClustering,"double* std::__copy_move<(bool)1, (bool)1, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*)",stl_algobase.h,0x4331bd
"std::vector<double, std::allocator<double>>::operator[]",60483628800,60003600000,46082764800,624018720,0,207222216480,0,5905771200,240007200,48001440,57600084480,3840005632,4800007040,0,11520016896,0,240007200,0,0,20160029568,13440019712,0,0,0,29760043648,1920002816,0,11520016896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203520298496,0,0,0,0,0,0,0,0,0,0,0,0,2880004224,30720045056,2880004224,73920108416,49920073216,43371407520,driverForGraphClustering,"std::vector<double, std::allocator<double>>::operator[](unsigned long)",stl_vector.h,0x43ecfc
"__gnu_cxx::new_allocator<double>::construct<double, double const&>",58503510000,132007920000,99905994000,1344040320,0,53857615680,31104933120,388916640,48001440,0,149760219648,60480088704,69120101376,42240061952,81600119680,0,48001440,96002880,0,18240026752,20160029568,0,0,384026880,46080067584,960001408,0,82560121088,96001440,0,0,192005760,0,0,0,0,0,0,0,0,0,0,0,0,0,96002880,49920073216,192005760,240007200,0,192013440,48003360,0,0,0,0,0,0,0,1920002816,89280130944,4800007040,88320129536,55680081664,4532559360,driverForGraphClustering,"void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&&&)",new_allocator.h,0x43efc3
"std::vector<double, std::allocator<double>>::_M_check_len",57963477600,45122707200,34742084400,288008640,0,31248937440,29856895680,153646080,0,0,53760078848,0,0,0,3840005632,0,0,0,0,7680011264,19200028160,0,0,0,35520052096,0,0,1920002816,0,0,0,144004320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26880039424,0,0,0,0,0,0,0,0,0,0,0,0,0,8640012672,6720009856,44160064768,44160064768,1622886720,driverForGraphClustering,"std::vector<double, std::allocator<double>>::_M_check_len(unsigned long, char const*) const",stl_vector.h,0x43313a
"__gnu_cxx::__aligned_membuf<std::pair<long const, long>>::_M_addr",54183250800,42482548800,30961857600,288008640,0,0,0,0,0,0,34560050688,960001408,0,960001408,17280025344,0,0,0,0,21120030976,12480018304,0,0,0,14400021120,0,0,5760008448,0,0,0,144004320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,8640012672,1920002816,38400056320,65280095744,0,driverForGraphClustering,"__gnu_cxx::__aligned_membuf<std::pair<long const, long>>::_M_addr(void)",aligned_buffer.h,0x43ed87
syscall_return_via_sysret,50763045600,27121627200,19081144800,96002880,0,29808894240,1920057600,230469120,0,0,28800042240,0,0,0,2880004224,0,0,0,0,7680011264,5760008448,0,0,240016800,33600049280,0,0,0,0,0,0,144004320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33600049280,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,1920002816,34560050688,51840076032,2131839360,vmlinux,syscall_return_via_sysret,[Unknown],0xffffffff95a000f1
"std::map<long, long, std::less<long>, std::allocator<std::pair<long const, long>>>::operator[]",48602916000,41282476800,28081684800,192005760,0,0,12288368640,0,48001440,0,40320059136,0,0,0,4800007040,0,0,0,0,17280025344,8640012672,0,960001408,0,16320023936,0,0,0,96001440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800007040,5760008448,52800077440,55680081664,0,driverForGraphClustering,"std::map<long, long, std::less<long>, std::allocator<std::pair<long const, long>>>::operator[](long const&)",stl_map.h,0x432f93
parallelLouvianMethod$omp$parallel_for@210,46262775600,147368841600,243914634000,3264097920,0,13536406080,0,124837440,2400072000,0,151680222464,100800147840,48960071808,44160064768,133440195712,0,0,0,0,12480018304,6720009856,0,0,0,16320023936,0,0,535680785664,0,0,0,0,0,0,0,0,0,0,0,0,144010080,0,0,0,0,9504285120,3840005632,1248037440,720021600,0,384026880,0,0,0,0,0,0,0,67200098560,117120171776,121920178816,0,37440054912,40320059136,18792836160,driverForGraphClustering,parallelLouvianMethod$omp$parallel_for@210,parallelLouvainMethod-nrt.cpp,0x432633
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate",43922635200,36962217600,26821609200,240007200,0,0,14016420480,0,0,0,46080067584,3840005632,0,0,8640012672,960001408,1296038880,48001440,0,13440019712,7680011264,0,0,432030240,31680046464,3840005632,0,5760008448,96001440,0,0,288008640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38400056320,38400056320,0,driverForGraphClustering,"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<long const, long>>>::deallocate(std::_Rb_tree_node<std::pair<long const, long>>*, unsigned long)",new_allocator.h,0x41faf3
std::_Rb_tree_decrement,43202592000,33842030400,25021501200,0,0,0,0,0,0,0,21120030976,960001408,0,960001408,6720009856,0,48001440,96002880,0,4800007040,6720009856,0,960001408,768053760,26880039424,960001408,0,11520016896,0,0,0,96002880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,17280025344,0,31680046464,32640047872,0,libstdc++.so.6.0.26,std::_Rb_tree_decrement(std::_Rb_tree_node_base*),[Unknown],0xbcdf0
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase",41762505600,51123067200,34742084400,384011520,0,0,0,0,0,0,53760078848,1920002816,0,0,15360022528,0,48001440,96002880,0,6720009856,4800007040,0,0,0,33600049280,10560015488,0,9600014080,0,0,0,96002880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,48960071808,59520087296,0,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_erase(std::_Rb_tree_node<std::pair<long const, long>>*)",stl_tree.h,0x41fa60
cpuacct_charge,39602376000,39362361600,25021501200,192005760,48001440,14400432000,3840115200,182454720,0,0,32640047872,960001408,2880004224,960001408,12480018304,0,48001440,0,48001440,5760008448,5760008448,0,0,48003360,40320059136,0,0,0,0,0,0,96002880,0,0,0,0,0,0,0,0,0,0,0,0,0,96002880,12480018304,48001440,0,0,0,0,0,0,0,0,0,0,0,0,3840005632,2880004224,55680081664,36480053504,1349204640,vmlinux,cpuacct_charge,[Unknown],0xffffffff94eee270
do_syscall_64,38162289600,22561353600,18361101600,144004320,0,16272488160,22272668160,201660480,0,0,17280025344,0,0,960001408,3840005632,0,48001440,0,0,3840005632,3840005632,0,0,528036960,29760043648,0,0,0,0,0,48001440,144004320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18240026752,48001440,0,0,0,0,0,0,0,0,0,0,0,0,1920002816,2880004224,24000035200,32640047872,1790937120,vmlinux,do_syscall_64,[Unknown],0xffffffff94e04210
plm_init$omp$parallel_for@285,37442246400,416184969600,495209710800,6240187200,0,0,26496794880,0,3312099360,0,397440582912,0,0,0,0,0,0,0,48001440,16320023936,10560015488,338880497024,3840005632,0,9600014080,0,2880004224,0,480007200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153600225280,0,30720045056,313920460416,38400056320,27840040832,0,driverForGraphClustering,plm_init$omp$parallel_for@285,parallelLouvainMethod-nrt.cpp,0x4336e0
"std::_Vector_base<double, std::allocator<double>>::_Vector_impl::_Vector_impl",35642138400,29761785600,20701242000,144004320,0,0,6720201600,0,0,0,28800042240,0,0,0,5760008448,0,0,0,0,8640012672,4800007040,0,0,96006720,16320023936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5760008448,0,36480053504,47040068992,0,driverForGraphClustering,"std::_Vector_base<double, std::allocator<double>>::_Vector_impl::_Vector_impl(void)",stl_vector.h,0x423240
